RPS6KA5
NOX4
NPTX1
NR2C2
NRK
NSD1
NSD2
NUAK2
OSBPL11
OSBPL8
OTUD4
PARPBP
PATJ
PATL1
PDE4B
PDIA6
PDS5B
PEX13
PHC3
PHF3
PHLPP2
PI15
PIK3CA
PIKFYVE
PITPNC1
PLAG1
PLEKHJ1
PLK2
PLOD2
PLXNA4
PMEPA1
POLR3G
POU2F1
PPARGC1A
PPIF
PPM1K
PPP1R12A
PPP2R5E
PPP4R4
PRR3
PTPRD
PURG
PYGO2
RAB23
RARG
RFX7
RGPD4
RGPD5
RGPD6
RGPD8
RHOQ
RIC1
RICTOR
RNF11
RNF139
ROBO2
RPRD2
RPS6KA6
SBF2
SCG5
SEC23A
SEMA4C
SEMA6A
SEMA6D
SESTD1
SFT2D1
SH2B3
SH3PXD2A
SHANK1
SLC12A5
SLC17A6
SLC1A1
SLC24A2
SLC25A16
SLC25A36
SLC2A13
SLC35F1
SLC39A9
SLC6A14
SMAD1
SMS
SNX5
SOCS6
SOS1
SOX6
SPARC
SPATA2
SPOPL
ST6GALNAC3
STAT5B
STRBP
STX12
SULF1
SYN2
SYT10
TAOK1
TBL1XR1
TENM1
TFAP2B
TMBIM6
TMC7
TMCC1
TMED5
TMEM169
TMPO
TNFAIP3
TP53INP1
TRAF6
TRIB2
TRIL
TRIM2
TRIM33
TRIP10
TRPV3
TSHZ3
TUSC2
UGP2
ULK2
UPP2
USP28
USP33
USP42
USP9X
VASH2
VGLL3
WBP2
WNK3
WWC2
XKR6
ZBTB41
ZBTB44
ZBTB5
ZDHHC7
ZFC3H1
ZFHX4
ZIC3
ZIC4
ZMAT3
ZMYND11
ZNF117
ZNF138
ZNF217
ZNF608
ZNF704
ZNF716
ZNF99
ZSWIM6
ZXDA
ADAMTS2
MMGT1
MOB3B
APPBP2
MPP2
MPZL2
TADA2B
CYB561A3
MSI2
MTDH
MTHFD2
TAF4B
MTMR3
MTSS1
MTX3
TAGLN3
MYBL1
MYCBP2
MYCN
MYH11
ADAM11
MYO5A
TBC1D1
MYOCD
APLN
MYRIP
APBA1
ZNF597
TBR1
CXCR4
TBX1
CUL5
CTTN
CTNNA1
TCF12
CRIM1
TECTB
CPEB1
NBEAL2
NCALD
NCAM1
ZXDB
TENT2
COX18
NECAP1
TENT4B
NEDD4
TESMIN
NEFM
AP4E1
NEK7
COL4A3BP
COL25A1
ANO4
NFIB
NFIC
ANO3
NID2
NIPAL4
CNTN1
TFAP2A
ZBTB46
CNOT6
CNKSR2
CMTM4
TGFBI
NR1D2
TGIF2
CLDN22
ANLN
NRN1
TLL2
TLNRD1
NSF
NT5E
NUAK1
TM9SF2
CHST4
NUP210
CHL1
NWD2
NXT2
OLFML3
CHD5
ZNF652
OSBPL3
ZBTB7A
ZC3H15
PACS1
PAIP1
PALLD
PANK3
CHD1
ZC4H2
TMEM100
TMEM108
PCNP
PCNX1
CGN
PDE10A
TMEM135
PDE5A
CEP97
ZCCHC2
ANKUB1
PDZD2
PELI1
TMEM181
PEX5L
CELSR3
TMEM94
PHF14
PHF19
PHF20
ABCE1
PHLDB2
TNC
PHTF2
ZNRF1
TNFAIP8
PIK3CB
PIK3CG
TNIK
PIP4K2A
PISD
ANKRA2
CELSR1
CELF3
AMOTL2
PLAGL2
PLCL2
CDYL
ALG10
ALCAM
TOX3
PLPP6
PLPPR1
PLPPR4
ZFHX3
TRABD2B
POLR3E
ZNF763
ZFP36L1
ZFP36L2
PPARGC1B
ZFP90
PPIP5K2
PPM1E
ACVR2B
PPM1L
CDON
AKAP13
PPP1R2
ACTR3C
PPP3CA
PPP3R1
PPP4R2
PPP4R3A
ZNF780A
CDKN1B
PRDM11
PRDM16
PRDM6
PRKACB
PROX1
AGO4
PRRG3
CDKL5
CDH20
PTAR1
PTBP3
CDCA4
CD2AP
PTGFRN
PTP4A1
PTPN13
CCNE2
TSHZ1
PUM2
ZNF780B
TUBB4A
RAB10
RAB11FIP2
CCNE1
ZNF781
RAB3C
RAB6D
CCDC97
RAD23B
RALGPS2
RANBP17
RAP1GDS1
RAP2C
RAPGEF5
TWF1
RASA1
RASGEF1B
CCDC6
RASSF8
RBPJ
RECK
CBX7
CBLL1
CBFA2T3
RFX3
RFX6
ADRA2A
CASK
UBE2B
UBE2J1
UBE2Q1
UBE2V1
RGS17
RGS6
RGS8
RHOA
UBE3C
UBE4B
ADIPOR2
RIMBP2
RIMS3
RIN2
RLF
RMND5A
ABR
CARF
UHMK1
RNF144B
RNF217
RNF38
RO60
ZMYND8
ROR1
CADM2
UNC80
CACNB4
ABHD13
C9ORF72
RRAS
RRAS2
RTKN2
C8ORF58
C2CD5
BTRC
BTBD3
BRPF3
BOK
BNC2
SATB2
USP13
SCAPER
SCARA5
SCD
ZNF844
SCML1
SCN2A
SCN2B
SCN3A
BMF
SCN9A
SDC2
SDHD
SDK2
ADGRL4
BLZF1
BLCAP
BDP1
SEMA3A
ZNF98
USP37
ZNF268
SEPT9
SERINC3
SESN1
BCL2L11
ADGRG2
SETD5
BCL11A
USP6NL
BAK1
SGPP2
ACTR2
VAMP2
SH3TC2
VAMP3
SHANK3
SHC1
SHOC2
SHROOM4
SIPA1L2
BACH2
BACH1
SKP2
SLAIN1
B3GALNT2
SLC11A2
ADD3
SLC12A6
SLC13A3
VASH1
ZNF37A
VCL
AXIN2
ZNF426
SLC25A23
SLC25A3
VIM
ADCYAP1
SLC35A3
VSTM4
SLC38A11
SLC38A2
ZNF439
AVL9
ATP7A
SLC50A1
WDR7
ATP1B1
SLC8A1
FASN
FBN2
SLC9A6
FASLG
FBXO21
ATG9A
FAP
FAM76A
WEE1
FGF2
FGF7
FAM171A1
FAM167A
FKBP1B
FLI1
FLOT1
FLOT2
FMR1
FNDC3A
SMAD3
ATG12
SMOX
FOXF2
FOXG1
SMPX
FOXO3
FREM1
FAM155A
FRMD5
FAM135A
FAM122C
FRZB
FSCN1
EXTL2
FSTL1
EPM2AIP1
EPHB2
FZD3
FZD4
ACHE
SNX16
SNX18
GABRB1
GALNT7
GAREM1
SNX25
EPAS1
GBX2
SNX30
GCG
GCNT1
GCNT2
GDF10
GIGYF1
GJA1
ENY2
ZNF559
SOCS5
GLS
GMNC
ZNF594
GNAQ
XPO1
SOS2
GPBP1
GPD1L
ENPEP
XYLT1
EML1
ELMOD1
SOX9
SP3
GRM7
YBX3
ELL2
ELL
HAPLN1
HAS2
SPATA13
ELAVL2
EED
HCN3
HDAC9
SPATA16
ADCY6
HHIP
EDNRB
SPEN
SPIN1
HMBOX1
EBF1
SPOCK3
HOXA9
E2F5
HTR2A
IER3IP1
IFFO2
DSE
DOLPP1
IGF1R
DOK6
IGFBP5
YPEL2
IL12A
IL2
SPP1
INO80D
SPRED1
IPO7
SPRY4
IRF2BP2
IRF4
SPRYD3
SPSB4
ITGB1
DOCK3
ITM2B
ITPK1
ITPR1
DNAJC16
IVNS1ABP
JARID2
JUN
KAT6A
DNAJB4
DMXL2
DMPK
DLGAP1
DGKE
SPTSSA
KCNQ5
KCNS3
KDELC1
DEXI
SREK1
KDSR
KIAA0232
DESI2
SRGAP1
DESI1
KIF1B
KIF23
KIF5C
KITLG
KLF10
KLF13
SRGAP2
SSH2
KLF7
SSX2IP
KLHL20
DENND1B
DDX6
KMT2A
DDR1
KMT2C
YTHDC1
KPNA3
ST8SIA4
KRIT1
ARL3
LARP4
LCLAT1
LDLRAP1
YTHDF3
STEAP3
LGR4
STIM2
LHX1
LHX8
LIMCH1
LIMS1
DDHD2
LIN7C
LMBR1
LMBR1L
LMTK2
ARL2
LONRF3
LPGAT1
DCUN1D3
LRCH2
DCUN1D1
DCTN4
STK19
LRPAP1
LRRC17
LSM11
STK35
LURAP1L
LUZP1
LYVE1
ARIH1
MAGI1
MAGT1
MAMSTR
ARFGEF2
ARF6
YWHAH
MAP3K11
DCP1A
ADAMTS3
STXBP5
STXBP6
ZBTB20
DCLK1
SV2B
MDFIC
MDGA2
DACH1
MECP2
MED1
DAB2
MEIOB
MEMO1
MET
MEX3C
MFAP3
MFSD6
SYBU
ZBTB21
CYP26B1
MICAL2
SYNJ1
AQP9
MINDY2
MITD1
MITF
CYP24A1
MKRN3
